country_code,country_name,year,gcf_const_2015_usd,gcf_curr_usd,gcf_pct_gdp,gdp_const_2015_usd,gdp_curr_usd,gdp_growth_annual_pct,gdp_pc_const_2015_usd,gdp_pc_curr_usd,gdp_pc_growth_annual_pct,gfcf_const_2015_usd,gfcf_curr_usd,gfcf_pct_gdp,population_total
IND,India,2002,190493589446.873,155775784776.875,30.2513001207186,871073127574.186,514939140318.756,3.80397532120038,793.615912901002,469.149928973927,1.94070548523048,207574913684.35,145895259683.575,28.3325248092936,1097600380.0
IND,India,2003,220409611812.357,187413068492.144,30.8396999424416,939542798331.655,607700687237.318,7.86038147545045,841.278894562408,544.143133545002,6.00579964269848,218194454914.321,172190930544.337,28.3348257062433,1116803006.0
IND,India,2004,281090319477.226,248887728627.02,35.0964917017773,1013982178696.23,709152728830.775,7.92293661307978,892.596614580718,624.258826510066,6.09996522556324,243186386319.839,217767622880.795,30.7081414238993,1135991513.0
IND,India,2005,335269753861.197,307055400956.369,37.4282640165983,1094324353137.75,820383763511.445,7.92343062131789,947.732565644272,710.488080408949,6.17702892470105,283169224039.133,268719466729.103,32.7553370362813,1154676322.0
IND,India,2006,369245532657.041,366687312639.919,38.9985063717532,1182534912725.95,940259888787.721,8.06073257305057,1008.23275344818,801.668353659022,6.38367720990838,322456437167.422,315785264190.765,33.5848915769349,1172878890.0
IND,India,2007,459371838393.738,510430648406.794,41.9507982267334,1273126725470.22,1216736438834.96,7.66081506510766,1069.24696812234,1021.88707706826,6.05160013553237,375110021905.153,435748337900.115,35.8128781215224,1190676021.0
IND,India,2008,423741611187.067,460644521506.104,38.4224196528192,1312424303400.29,1198895139005.92,3.08669805950082,1086.50605251005,992.519584923828,1.61413451730577,387111067148.485,416231927051.965,34.7179593535669,1207930964.0
IND,India,2009,478165772173.632,526782184418.779,39.2567917551336,1415605643151.34,1341888016994.9,7.8618888330338,1155.10163273817,1094.94974598436,6.31340985810947,416829118260.316,455592813348.046,33.9516269299674,1225524753.0
IND,India,2010,574382131314.948,666654093364.027,39.7856241847736,1535897931719.55,1675615519484.96,8.49758470165625,1235.15939132939,1347.51939071367,6.93079780360446,462872670734.466,556807282880.028,33.2300146665612,1243481564.0
IND,India,2011,586896844687.175,721753910094.54,39.590421855219,1616399198833.97,1823051829894.55,5.24131620024293,1281.61054354937,1445.46127486037,3.76074153231241,518847632198.934,625551370081.665,34.3134166469557,1261224954.0
IND,India,2012,627648086907.11,700851783791.42,38.3474156730403,1704596203504.08,1827637590410.41,5.45638755164772,1333.09626557649,1429.32199520032,4.01726735834531,544473914757.747,611105980816.668,33.4369343256634,1278674502.0
IND,India,2013,594696998801.229,631716032985.4,34.0231978997548,1813453530765.84,1856721507621.58,6.38610640091713,1399.4537980281,1432.84397512195,4.97769997299568,552977528627.17,581075865322.952,31.2958008477695,1295829511.0
IND,India,2014,631177826070.191,698763898362.984,34.2678056268836,1947834564909.58,2039126479154.52,7.41022760516977,1484.31640682961,1553.88396075118,6.06398074170735,567372901989.407,613374078859.467,30.0802370588503,1312277191.0
IND,India,2015,675603796764.315,675603796764.315,32.1167301358276,2103588360044.94,2103588360044.94,7.99625378567987,1583.99815907985,1583.99815907985,6.71566734636781,604427075366.936,604427075366.936,28.7331441287317,1328024498.0
IND,India,2016,741747333237.434,692401963751.449,30.172690580036,2277267041549.85,2294796885663.16,8.25630550176662,1694.46534973787,1707.50892912243,6.97394690926852,655552238064.464,646867394694.409,28.1884378846659,1343944296.0
IND,India,2017,849036072301.316,821484338748.471,30.9821728344733,2432016068498.23,2651474262755.45,6.79538341902422,1788.69770318481,1950.10468280866,5.5611850346496,706699366177.944,747127475823.859,28.1778136155632,1359657400.0
IND,India,2018,901294474346.12,874214432208.492,32.3432182154485,2588974770244.48,2702929641648.74,6.45385134495295,1883.35772705055,1966.25455171679,5.29211971912275,785871380821.785,796366002399.328,29.4630681512508,1374659064.0
IND,India,2019,846901208573.139,853409661240.451,30.0961975685688,2689205295885.26,2835606256558.19,3.87143694070524,1936.03067741063,2041.42863698585,2.79675759966057,794883609043.541,806858839433.266,28.4545443348195,1389030312.0
